 
                                                                                                                                                                                                                                                                
 
                                                          exercise_    index_                   last_                            best_              strike_
 optionid          issuer              date    cp_flag      style       flag       exdate        date     secid    best_bid      offer    volume     price
135904299    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      348.10     356.70         0    3010000
135904300    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      339.40     347.80         0    3020000
135758357    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      334.50     343.30         0    3025000
135904301    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      330.10     338.90         0    3030000
135904302    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      322.00     330.00         0    3040000
135758358    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      312.50     320.10         0    3050000
135904303    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      304.70     311.50         0    3060000
135758359    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      296.00     302.60         0    3070000
135758360    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      290.90     298.30         0    3075000
135758361    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      286.60     294.00         0    3080000
135904304    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      285.50     287.10         0    3085000
135758362    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      281.30     282.80         0    3090000
135904305    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      277.00     278.50         0    3095000
135758363    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      272.80     274.30         0    3100000
135904306    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      268.50     270.10         0    3105000
135758364    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      264.30     265.90         0    3110000
135904307    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      260.10     261.70         0    3115000
135758365    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200901    108105      255.90     257.50         0    3120000
135758366    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      251.80     253.30         0    3125000
135758367    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      247.60     249.20         0    3130000
135904308    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      243.50     245.10         0    3135000
135758368    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      239.40     241.00         0    3140000
135904309    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      235.30     236.90         0    3145000
135758369    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      231.30     232.80         0    3150000
135904310    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      227.20     228.80         0    3155000
135758370    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      223.20     224.70         0    3160000
135904311    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      219.20     220.70         0    3165000
135758371    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      215.20     216.70         0    3170000
135758372    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      211.20     212.80         0    3175000
135758373    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105      207.30     208.80         1    3180000
135904312    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105      203.40     204.90         1    3185000
135758374    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      199.60     201.00         0    3190000
135904313    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      195.60     197.10         0    3195000
135758375    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200904    108105      191.90     193.30         0    3200000
135904314    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      187.90     189.40         0    3205000
135758376    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      184.30     185.60         0    3210000
135904315    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      180.30     181.90         0    3215000
135758377    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      176.70     178.10         0    3220000
135758378    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200903    108105      173.00     174.40         0    3225000
135758379    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200828    108105      169.30     170.70         0    3230000
135904316    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      165.50     167.00         0    3235000
135758380    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      162.00     163.30         0    3240000
135904317    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      158.20     159.70         0    3245000
135758381    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200828    108105      154.80     156.10         0    3250000
135904318    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      151.10     152.60         0    3255000
135758382    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      147.70     149.00         0    3260000
135904319    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      144.00     145.50         0    3265000
135758383    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200828    108105      140.70     142.10         0    3270000
135758384    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200903    108105      137.30     138.60         0    3275000
135758385    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      133.90     135.20         0    3280000
135904320    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      130.40     131.90         0    3285000
135758386    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200904    108105      127.20     128.50         0    3290000
135904321    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      123.70     125.20         0    3295000
135758387    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200904    108105      120.60     121.90         0    3300000
135904322    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      117.20     118.70         0    3305000
135758388    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      114.10     115.50         0    3310000
135904323    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      110.90     112.30         0    3315000
135758389    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105      107.80     109.20         1    3320000
135758390    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105      104.80     106.10         2    3325000
135758391    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105      101.70     103.10         0    3330000
135904324    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105       98.60     100.10         0    3335000
135758392    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       95.70      97.10         3    3340000
135904325    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105       92.70      94.10         0    3345000
135758393    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       89.90      91.20         8    3350000
135904326    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       87.00      88.40         4    3355000
135758394    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       84.20      85.60         3    3360000
135904327    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       81.40      82.80         3    3365000
135758395    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105       78.80      80.10         0    3370000
135758396    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       76.10      77.40         2    3375000
135758397    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       73.50      74.80         1    3380000
135904328    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105       70.80      72.20         0    3385000
135758398    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       68.40      69.70         5    3390000
135904329    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105       65.80      67.20         0    3395000
135758399    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       63.50      64.70       184    3400000
135904330    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105       61.10      62.40         0    3405000
135758400    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       58.80      60.00       323    3410000
135904331    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105       56.50      57.70         0    3415000
135758401    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       54.20      55.50       262    3420000
135758402    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       52.10      53.30       453    3425000
135758403    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       50.00      51.20        25    3430000
135904332    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105       47.90      49.10         0    3435000
135758404    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       45.90      47.10        24    3440000
135904333    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105       43.90      45.20         0    3445000
135758405    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       42.00      43.30        77    3450000
135904334    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       40.20      41.40       175    3455000
135758406    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       38.40      39.60       204    3460000
135904335    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       36.70      37.80       209    3465000
135758407    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       35.00      36.20         8    3470000
135758408    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       33.40      34.50       285    3475000
135758409    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       31.80      32.90       254    3480000
135904336    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       30.30      31.40         5    3485000
135758410    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200904    108105       28.80      30.00         0    3490000
135904337    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       27.30      28.60        30    3495000
135758411    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       26.10      27.20        11    3500000
135904338    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105       24.70      25.90         0    3505000
135758412    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       23.50      24.70         3    3510000
135904339    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       22.30      23.50       359    3515000
135758413    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       21.20      22.30       409    3520000
135758414    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       20.10      21.20       435    3525000
135758415    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       19.10      20.10         1    3530000
135904340    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       18.00      19.10        12    3535000
135758416    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200902    108105       17.20      18.20         0    3540000
135904341    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105       16.10      17.20         0    3545000
135758417    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       15.40      16.40       256    3550000
135904342    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105       14.50      15.50         0    3555000
135758418    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       13.90      14.70         1    3560000
135904343    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105       13.10      14.00         0    3565000
135758419    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       12.50      13.30        10    3570000
135758420    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       11.80      12.60         4    3575000
135758421    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       11.20      11.90        64    3580000
135904344    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       10.60      11.30        47    3585000
135758422    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105       10.00      10.70        53    3590000
135904345    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105        9.50      10.20         0    3595000
135758423    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        9.00       9.60       120    3600000
135758424    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        8.30       8.80        83    3610000
135796961    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        7.50       7.90        69    3620000
135758425    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        7.10       7.60        35    3625000
135796962    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        6.70       7.20        27    3630000
135796963    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        6.10       6.50        16    3640000
135758426    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        5.50       6.00       154    3650000
135868191    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        5.00       5.40         4    3660000
135868192    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        4.50       4.90        67    3670000
135758427    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        4.30       4.70         1    3675000
135868193    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105        4.10       4.50         0    3680000
135868194    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        3.70       4.20         4    3690000
135758428    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        3.40       3.80        75    3700000
135868195    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        3.10       3.50        35    3710000
135868196    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        2.80       3.20        37    3720000
135758429    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200904    108105        2.70       3.10         0    3725000
135758430    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        2.20       2.55        78    3750000
135758431    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200904    108105        1.80       2.15         0    3775000
135758432    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        1.50       1.80         3    3800000
135758433    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        1.25       1.55        10    3825000
135758434    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        1.05       1.35         4    3850000
135868197    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        0.90       1.15         3    3875000
135758435    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        0.75       1.00        10    3900000
135868198    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        0.65       0.90         2    3925000
135758436    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        0.55       0.80         3    3950000
135758437    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        0.45       0.65         2    4000000
135868199    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200904    108105        0.35       0.55         0    4050000
135758438    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        0.25       0.45         1    4100000
135758439    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105        0.15       0.35         0    4200000
135758440    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105        0.10       0.30         0    4300000
135758441    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105        0.05       0.25         0    4400000
135758442    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105        0.05       0.20         0    4500000
135758443    CBOE S&P 500 INDEX    20200908       C           E          1       20201009    20200908    108105        0.00       0.20       100    4600000
135758444    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105        0.00       0.15         0    4700000
135758445    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105        0.00       0.15         0    4800000
135758446    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105        0.00       0.10         0    4900000
135893991    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105     2823.60    2840.00         0     500000
135758447    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105        0.00       0.10         0    5000000
135758448    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105        0.00       0.10         0    5100000
135758449    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105        0.00       0.10         0    5200000
135868200    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105        0.00       0.10         0    5300000
135893992    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105     2723.50    2739.90         0     600000
135893993    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105     2623.70    2640.10         0     700000
135893994    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105     2523.60    2539.20         0     800000
135758450    CBOE S&P 500 INDEX    20200908       C           E          1       20201009           .    108105     2423.70    2439.30         0     900000
135758451    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105        0.05       0.20         0    1000000
135758452    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105        0.05       0.25         0    1100000
135758453    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200903    108105        0.10       0.30         0    1200000
135758454    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105        0.15       0.30        10    1300000
135758455    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200831    108105        0.20       0.40         0    1400000
135758456    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105        0.30       0.45         4    1500000
135893995    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105        0.35       0.55         0    1550000
135758457    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105        0.40       0.60         2    1600000
135893996    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105        0.45       0.65         0    1650000
135758458    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200903    108105        0.55       0.70         0    1700000
135893997    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105        0.65       0.80         0    1750000
135758459    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200903    108105        0.70       0.90         0    1800000
135893998    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105        0.80       1.05         1    1850000
135758460    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105        0.95       1.15         3    1900000
135893999    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105        1.10       1.30         0    1950000
135758461    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200904    108105        1.30       1.50         0    2000000
135894000    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105        1.50       1.70         0    2050000
135758462    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200903    108105        1.70       1.95         0    2100000
135758463    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200904    108105        2.00       2.25         0    2150000
135758464    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105        2.30       2.55       339    2200000
135758465    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105        2.70       2.90         3    2250000
135758466    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200904    108105        3.10       3.40         0    2300000
135758467    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200904    108105        3.60       3.80         0    2350000
135758468    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200904    108105        4.10       4.40         0    2400000
135758469    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200903    108105        4.70       5.10         0    2450000
135758470    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105        5.40       5.80       100    2500000
135758471    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105        6.30       6.70        60    2550000
135758472    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105        7.30       7.80         6    2600000
135758473    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105        7.80       8.30         2    2625000
135758474    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200904    108105        8.40       9.00         0    2650000
135758475    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105        9.10       9.70         6    2675000
135758476    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105        9.80      10.40        11    2700000
135758477    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       10.60      11.20         5    2725000
135758478    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200903    108105       11.50      12.10         0    2750000
135758479    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       12.50      13.10         2    2775000
135758480    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       13.50      14.10         1    2800000
135758481    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       14.70      15.30         9    2825000
135758482    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       16.00      16.70       113    2850000
135758483    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       17.50      18.20         2    2875000
135904346    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       17.80      18.50         0    2880000
135904347    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       18.40      19.20         0    2890000
135758484    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       19.00      19.90         1    2900000
135904348    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       19.60      20.60         0    2910000
135904349    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       20.40      21.30        13    2920000
135758485    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       20.70      21.70        13    2925000
135904350    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       21.10      22.10         3    2930000
135904351    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       21.90      22.80         3    2940000
135758486    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       22.70      23.70         1    2950000
135904352    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       23.50      24.50         0    2960000
135904353    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       24.40      25.40         0    2970000
135758487    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       24.80      25.80         1    2975000
135904354    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       25.30      26.30         0    2980000
135904355    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       26.20      27.30         0    2990000
135758488    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       27.20      28.30         3    3000000
135904356    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       28.20      29.30         0    3010000
135904357    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       29.30      30.40         5    3020000
135758489    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       29.80      30.90       188    3025000
135904358    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       30.40      31.50         5    3030000
135904359    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       31.50      32.70         5    3040000
135758490    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       32.70      33.90         4    3050000
135904360    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       34.00      35.20         4    3060000
135758491    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200903    108105       35.30      36.50         0    3070000
135758492    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200904    108105       36.00      37.20         0    3075000
135758493    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       36.70      37.90         6    3080000
135904361    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       37.40      38.60         1    3085000
135758494    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200904    108105       38.20      39.30         0    3090000
135904362    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       38.90      40.10         0    3095000
135758495    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       39.70      40.80       105    3100000
135904363    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       40.50      41.60         0    3105000
135758496    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       41.20      42.40         3    3110000
135904364    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       42.10      43.20         0    3115000
135758497    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       42.90      44.00        90    3120000
135758498    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       43.60      44.90        28    3125000
135758499    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       44.50      45.70         0    3130000
135904365    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       45.30      46.60         0    3135000
135758500    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       46.30      47.50        90    3140000
135904366    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       47.10      48.40        10    3145000
135758501    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       48.20      49.30        90    3150000
135904367    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       49.10      50.20         0    3155000
135758502    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       50.10      51.20      1340    3160000
135904368    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       51.00      52.20         0    3165000
135758503    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       52.10      53.20        10    3170000
135758504    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       53.10      54.20       307    3175000
135758505    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       54.20      55.30         4    3180000
135904369    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       55.20      56.40         0    3185000
135758506    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       56.30      57.50         8    3190000
135904370    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       57.40      58.60       250    3195000
135758507    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       58.60      59.80       667    3200000
135904371    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       59.70      60.90         0    3205000
135758508    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       60.90      62.10        38    3210000
135904372    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       62.10      63.40         0    3215000
135758509    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       63.40      64.60         8    3220000
135758510    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       64.70      65.90       305    3225000
135758511    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       65.90      67.20        23    3230000
135904373    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       67.20      68.50         0    3235000
135758512    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       68.60      69.90         3    3240000
135904374    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       69.90      71.20         1    3245000
135758513    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       71.40      72.70       106    3250000
135904375    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       72.80      74.10         0    3255000
135758514    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       74.30      75.60       250    3260000
135904376    CBOE S&P 500 INDEX    20200908       P           E          1       20201009           .    108105       75.70      77.10         0    3265000
135758515    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       77.30      78.60       226    3270000
135758516    CBOE S&P 500 INDEX    20200908       P           E          1       20201009    20200908    108105       78.90      80.20       105    3275000
